title,aka,genres,year,votes,rating
Face/Off (1997),"['Face Off (1997)', 'Face/Off - Due facce di un assassino (1997)', 'Im Körper des Feindes (1997)', 'Im Körper des Feindes: Face/Off (1997)']","['Action', 'Crime', 'Sci-Fi', 'Thriller']",[1997],289199,7.3
Sweeney Todd: The Demon Barber of Fleet Street (2007),"['Sweeney Todd (2007)', 'Sweeney Todd (2008)', 'Sweeney Todd - Il diabolico barbiere di Fleet Street (2008)', 'Sweeney Todd: Der teuflische Barbier aus der Fleet Street (2008)']","['Drama', 'Horror', 'Musical', 'Thriller']",[2007],288894,7.4
The Machinist (2004),"['Der Maschinist (2004)', 'El maquinista (2004)', ""L'uomo senza sonno (2004)"", 'The Machinist (2004)', 'The Machinist (2004)']","['Drama', 'Thriller']",[2004],288359,7.7
Furious Seven (2015),"['Fast & Furious 7 (2015)', 'Fast & Furious 7 (2015)', 'Fast & Furious 7 (2015)', 'Fast & Furious 7 (2015)', 'Fast & Furious 7 (2015)', 'Fast and Furious 7 (2015)', 'Fast and Furious 7 (2015)', 'Furious 7 (2015)', 'Wild Speed: Sky Mission (2015)']","['Action', 'Crime', 'Thriller']",[2015],286574,7.2
The Town (2010),"['Prince of Thieves (2008)', 'The Town - Stadt ohne Gnade (2010)']","['Crime', 'Drama', 'Thriller']",[2010],286355,7.6
The Lost World: Jurassic Park (1997),"['Il mondo perduto - Jurassic Park (1997)', 'Jurassic Park 2 (1996)', 'Jurassic Park 2 (1997)', 'Jurassic Park II (1997)', 'Jurassic Park: The Lost World (1997)', 'The Lost World (1996)', 'The Lost World: Jurassic Park 2 (1996)', 'Vergessene Welt: Jurassic Park (1997)']","['Action', 'Adventure', 'Sci-Fi']",[1997],286081,6.5
The Cabin in the Woods (2012),['Quella casa nel bosco (2012)'],"['Horror', 'Mystery', 'Thriller']",[2012],286043,7.0
Unforgiven (1992),"['Erbarmungslos (1992)', 'Erbarmungslos (1992)', 'Gli spietati (1992)', 'The Cut Whore Killings (1991)', 'The William Munny Killings (1992)', 'Unforgiven (1992)']","['Drama', 'Western']",[1992],285462,8.3
Dead Poets Society (1989),"['Der Club der toten Dichter (1990)', 'Der Club der toten Dichter (1990)', 'Der Club der toten Dichter (1991)', ""L'attimo fuggente (1989)""]","['Comedy', 'Drama']",[1989],284729,8.0
127 Hours (2010),"['127 Hours (2010)', '127 ore (2010)']","['Adventure', 'Biography', 'Drama', 'Thriller']",[2010],284611,7.6
Wedding Crashers (2005),"['2 single a nozze (2005)', '2 single a nozze (2005)', '2 single a nozze (2005)', 'Die Hochzeits-Crasher (2005)', 'Die Hochzeits-Crasher (2005)', 'Wedding Crashers (2005)']","['Comedy', 'Romance']",[2005],284221,7.0
Easy A (2010),"['Easy Girl (2010)', 'Einfach zu haben (2010)']","['Comedy', 'Drama', 'Romance']",[2010],284003,7.1
Brave (2012),"['Brave (2012)', 'Merida - Legende der Highlands (2012)', 'Ribelle (The Brave) (2012)', 'Ribelle: The Brave (2012)', 'The Bear and the Bow (2012)']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",[2012],281995,7.2
The Fighter (2010/I),[],"['Biography', 'Drama', 'Sport']",[2010],281883,7.9
Scott Pilgrim vs. the World (2010),"['Scott Pilgrim gegen den Rest der Welt (2010)', 'Scott Pilgrim vs le monde (2010)', ""Scott Pilgrim's Precious Little Life (2007)"", 'Sukotto Pirugurimu vs. Jaaku na Moto Kare Gundan (2011)']","['Action', 'Comedy', 'Fantasy', 'Romance']",[2010],281315,7.5
Stand by Me (1986),"['Das Geheimnis eines Sommers (1987)', 'Stand by Me (1986)', 'Stand by Me - Das Geheimnis eines Sommers (1987)', 'Stand by Me - Das Geheimnis eines Sommers (1987)', 'Stand by Me - Das Geheimnis eines Sommers (1991)', ""Stand by Me - Ricordo di un'estate (1986)"", 'The Body (1986)']","['Adventure', 'Drama']",[1986],280137,8.1
Ghostbusters (1984),"['Ghostbusters (1984)', 'Ghostbusters (1984)', 'Ghostbusters (1984)', 'Ghostbusters (1984)', 'Ghostbusters (1984)', 'Ghostbusters (1984)', 'Ghostbusters (1984)', 'Ghostbusters (1984)', 'Ghostbusters - Acchiappafantasmi (1984)', 'Ghostbusters - Die Geisterjäger (1985)', 'Ghostbusters - Die Geisterjäger (1991)']","['Action', 'Adventure', 'Comedy', 'Fantasy']",[1984],279980,7.8
The Theory of Everything (2014),"['Die Entdeckung der Unendlichkeit (2014)', 'Hakase to Kanojo no Theory (2015)', 'La teoria del tutto (2014)', 'The Theory of Everything (2014)', 'The Theory of Everything (2014)', 'The Theory of Everything (2014)', 'The Theory of Everything (2014)']","['Biography', 'Drama', 'Romance']",[2014],279719,7.7
Wreck-It Ralph (2012),"['Ralph Spaccatutto (2012)', ""Ralph reicht's (2012)""]","['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",[2012],279590,7.8
Amadeus (1984),"['Amadeus (1984)', 'Amadeus (1984)', 'Amadeus - version intégrale (2002)', ""Amadeus: The Director's Cut (2002)"", ""Peter Shaffer's Amadeus: Director's Cut (2002)""]","['Biography', 'Drama', 'History', 'Music']",[1984],278870,8.3
Inside Man (2006),['Inside Man (2006)'],"['Crime', 'Drama', 'Mystery', 'Thriller']",[2006],278465,7.6
The Fast and the Furious (2001),"['Fast and Furious (2001)', 'Racer X (2000)', 'Redline (2000)', 'Street Wars (2000)', 'The Fast and the Furious (2001)', 'The Fast and the Furious (2001)']","['Action', 'Crime', 'Thriller']",[2001],277790,6.7
Due Date (2010),"['Parto col folle (2011)', 'Stichtag - Schluss mit gemütlich (2010)']","['Comedy', 'Drama']",[2010],277518,6.6
Friends with Benefits (2011),"['Amici di letto (2011)', 'Freunde mit gewissen Vorzügen (2011)']","['Comedy', 'Romance']",[2011],277187,6.6
Yes Man (2008),['Der Ja-Sager (2009)'],"['Comedy', 'Romance']",[2008],276916,6.8
The Godfather: Part III (1990),"['Der Pate - Teil III (1991)', 'Der Pate 3 (1991)', 'Der Pate 3 (1991)', 'Il padrino - Parte III (1990)', ""Mario Puzo's Der Pate - Teil III (1991)"", ""Mario Puzo's The Godfather: Part III (1990)"", 'The Death of Michael Corleone (1990)']","['Crime', 'Drama']",[1990],276240,7.6
Signs (2002),"[""M. Night Shyamalan's Signs (2002)"", 'Signs (2002)', 'Signs - Zeichen (2002)', 'Signs - Zeichen (2002)']","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",[2002],276145,6.7
The Expendables (2010),['I mercenari - The Expendables (2010)'],"['Action', 'Adventure', 'Thriller']",[2010],275684,6.5
Die Hard 2 (1990),"['58 minuti per morire - Die Harder (1990)', 'Die Hard 2 (1990)', 'Die Hard 2 - 58 minuti per morire (1990)', 'Die Hard 2: Die Harder (1990)', 'Die Hard 2: Die Harder (1990)', 'Die Hard 2: Die Harder (1990)', 'Stirb Langsam 2 (1990)']","['Action', 'Thriller']",[1990],275377,7.1
Boyhood (2014/I),"['Growing Up (2013)', 'The Untitled 12 Year Project (2002)']",['Drama'],[2014],275239,7.9
Batman (1989),"['Batman (1989)', 'Batman (1989)', 'Batman (1989)']","['Action', 'Adventure']",[1989],275185,7.6
50/50 (2011),"['50 e 50 (2012)', '50/50: Freunde fürs (Über)Leben (2012)', ""I'm with Cancer (2009)"", 'Live with It (2010)', 'Untitled Cancer Comedy (2009)', 'Untitled Seth Rogen Project (2010)']","['Comedy', 'Drama', 'Romance']",[2011],275138,7.7
The Others (2001),"['Los otros (2001)', 'The Darkness (2000)', 'The Others (2001)', 'The Others (2001)']","['Horror', 'Thriller']",[2001],274804,7.6
Madagascar (2005),"['Madagascar (2005)', 'Madagaskar (2005)']","['Adventure', 'Animation', 'Comedy', 'Family']",[2005],274676,6.9
Up in the Air (2009/I),"['Tra le nuvole (2009)', 'Up in the Air (2009)']","['Drama', 'Romance']",[2009],274393,7.4
Men in Black II (2002),"['MIB 2 (2002)', 'MIIB (2002)', 'Men in Black 2 (2002)', 'Men in Black 2 (2002)', 'Men in Black II (2002)', 'Men in Black II (2002)']","['Action', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",[2002],274084,6.1
Anchorman: The Legend of Ron Burgundy (2004),"['Action News (2003)', 'Action News! With Ron Burgundy (2004)', 'Action Newsman (2003)', 'Anchorman (2004)', 'Anchorman - Die Legende von Ron Burgundy (2004)', 'Anchorman - La leggenda di Ron Burgundy (2005)', 'Der Anchorman (2004)']",['Comedy'],[2004],273190,7.2
Sleepy Hollow (1999),"['Il mistero di Sleepy Hollow (2000)', 'Sleepy Hollow (1999)', 'Sleepy Hollow (1999)', 'Sleepy Hollow (1999)', 'Sleepy Hollow - Köpfe werden rollen (2000)']","['Fantasy', 'Horror', 'Mystery']",[1999],273055,7.4
The Mask (1994),"['Die Maske (1994)', 'Jim Carreys Die Maske (1994)', 'The Mask - Da zero a mito (1994)']","['Comedy', 'Fantasy']",[1994],272690,6.9
Men in Black 3 (2012),"['M.I.B.³ (2012)', 'M.III.B. (2012)', 'Men in Black 3 (2012)', 'Men in Black 3D (2012)', 'Men in Black III (2012)', 'Men in Black(TM) III (2012)']","['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",[2012],272254,6.8
Fantastic Four (2005/I),"['Fantastic 4 (2005)', 'Fantastic Four (2005)', 'Fantastic Four (2005)', 'I Fantastici 4 (2005)', 'The Fantastic Four (2005)', 'The Fantastic Four (2005)']","['Action', 'Adventure', 'Family', 'Sci-Fi']",[2005],272123,5.7
Man on Fire (2004),"['Man on Fire (2004)', 'Man on Fire - Il fuoco della vendetta (2004)', 'Mann unter Feuer (2004)', 'Mann unter Feuer (2004)']","['Action', 'Crime', 'Drama', 'Thriller']",[2004],271917,7.7
Cars (2006),"['Cars - Motori ruggenti (2006)', 'Route 66 (2005)', 'The Cars (2005)', 'The Yellow Car (2006)']","['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",[2006],271756,7.2
50 First Dates (2004),"['50 First Dates (2004)', '50 erste Dates (2004)', '50 erste Dates (2004)', '50 volte il primo bacio (2004)', 'Fifty First Dates (2004)', 'Fifty First Kisses (2003)']","['Comedy', 'Romance']",[2004],271472,6.8
Hotel Rwanda (2004),"['Hotel Ruanda (2005)', 'Hotel Rwanda (2004)']","['Drama', 'History', 'War']",[2004],271446,8.1
The Aviator (2004),"['Aviator (2005)', 'Aviator (2005)']","['Biography', 'Drama']",[2004],270482,7.5
Flight (2012/I),[],"['Drama', 'Thriller']",[2012],269371,7.3
The Game (1997),"['Das Geschenk seines Lebens (1997)', 'Das Spiel (1997)', 'The Game - Das Geschenk seines Lebens (1997)', 'The Game - Nessuna regola (1997)']","['Drama', 'Mystery', 'Thriller']",[1997],268575,7.8
Aladdin (1992),['Aladdin (1992)'],"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",[1992],268271,8.0
Tron: Legacy (2010),"['TR2N (2008)', 'TRON 2.0 (2008)', 'TRON: Legacy (2010)', 'TRON: Legacy (2010)', 'TRON: Legacy (2010)', 'Tron 2 (2010)', 'Tron Legacy (2011)', 'Tron Legacy: An IMAX 3D Experience (2010)', 'Tron: Legacy (2010)']","['Action', 'Adventure', 'Sci-Fi']",[2010],268245,6.8
Moon (2009),"['Moon (2009)', 'Moon (2009)']","['Drama', 'Mystery', 'Sci-Fi']",[2009],267902,7.9
John Wick (2014),[],"['Action', 'Crime', 'Thriller']",[2014],267783,7.2
22 Jump Street (2014),['21 Jump Street 2 (2014)'],"['Action', 'Comedy', 'Crime']",[2014],267689,7.1
The Thing (1982),"['Das Ding aus einer anderen Welt (1982)', 'Das Ding aus einer anderen Welt (1982)', 'Das Ding aus einer anderen Welt (1991)', ""John Carpenter's The Thing (1982)"", 'La cosa (1982)']","['Horror', 'Mystery', 'Sci-Fi']",[1982],267388,8.2
Das Leben der Anderen (2006),"['Das Leben der Anderen - Die Sonate vom guten Menschen (2006)', 'Le vite degli altri (2007)', 'The Lives of Others (2006)', 'The Lives of Others (2006)', 'The Lives of Others (2006)', 'The Lives of Others (2006)']","['Drama', 'Thriller']",[2006],267379,8.5
The Island (2005),"['Die Insel (2005)', 'Die Insel (2005)']","['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Thriller']",[2005],267028,6.9
Equilibrium (2002),"['Cubic (2003)', 'Equilibrium - Killer of Emotions (2003)', 'Librium (2000)']","['Action', 'Drama', 'Sci-Fi', 'Thriller']",[2002],266264,7.5
Lucky Number Slevin (2006),"['Lucky # Slevin (2006)', 'Lucky Number S7evin (2006)', 'Lucky Number Slevin (2006)', 'Lucky Number Slevin (2006)', 'Slevin - Patto criminale (2006)', 'The Wrong Man (2006)']","['Crime', 'Drama', 'Mystery', 'Thriller']",[2006],266136,7.8
Speed (1994),"['Speed (1994)', 'Speed (1994)']","['Action', 'Adventure', 'Crime', 'Thriller']",[1994],265902,7.2
Meet the Parents (2000),"['Meet the Parents (2000)', 'Meine Braut, ihr Vater und ich (2000)', 'Meine Braut, ihr Vater und ich (2000)', 'Ti presento i miei (2001)']","['Comedy', 'Romance']",[2000],265004,7.0
The Devil's Advocate (1997),"[""Devil's Advocate (1997)"", ""Devil's Advocate (1998)"", 'Im Auftrag des Teufels (1998)', 'Im Auftrag des Teufels (1998)', ""L'avvocato del diavolo (1997)""]","['Drama', 'Mystery', 'Thriller']",[1997],264870,7.5
The Breakfast Club (1985),"['Breakfast Club (1985)', 'Der Frühstücksclub (1985)', 'Der Frühstücksclub (1991)']","['Comedy', 'Drama']",[1985],264818,7.9
Brokeback Mountain (2005),"['Brokeback Mountain (2005)', 'I segreti di Brokeback Mountain (2005)', 'Souvenirs de Brokeback Mountain (2005)']","['Drama', 'Romance']",[2005],264675,7.7
The Rock (1996),"['The Rock - Entscheidung auf Alcatraz (1998)', 'The Rock - Fels der Entscheidung (1996)', 'The Rock - Fels der Entscheidung (1996)']","['Action', 'Adventure', 'Thriller']",[1996],263804,7.4
The Simpsons Movie (2007),"['Die Simpsons: Der Film (2007)', 'I Simpson - Il film (2007)']","['Adventure', 'Animation', 'Comedy']",[2007],263434,7.4
Mission: Impossible III (2006),"['Heyday (2006)', 'M:i:III (2006)', 'M:i:III (2006)', 'M:i:III (2006)', 'Mission: Impossible 3 (2006)', 'Mission: Impossible III (2006)', 'Mission: Impossible III (2006)', 'Mission: Impossible III (2006)']","['Action', 'Adventure', 'Thriller']",[2006],262768,6.9
Ocean's Thirteen (2007),"['13 (2007)', ""Ocean's 13 (2007)"", ""Ocean's 13 (2007)"", ""Ocean's Thirteen (2007)""]","['Crime', 'Thriller']",[2007],262162,6.9
Shooter (2007/I),"['Shootemup (2007)', 'Shooter (2007)']","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",[2007],261483,7.2
Pineapple Express (2008),"['Ananas Express (2008)', 'Strafumati (2008)']","['Action', 'Comedy', 'Crime']",[2008],260707,7.0
Maleficent (2014),"['Maleficent (2014)', 'Maleficent (2014)', 'Maleficent - Die dunkle Fee (2014)']","['Action', 'Adventure', 'Family', 'Fantasy', 'Romance']",[2014],259920,7.0
Pearl Harbor (2001),"['Pearl Harbor (2001)', 'Pearl Harbor (2001)', 'Pearl Harbor (2001)', 'Pearl Harbor (2001)', 'Pearl Harbour (2001)', 'Tennessee (1999)']","['Action', 'Drama', 'History', 'Romance', 'War']",[2001],259821,6.1
The Fault in Our Stars (2014),"['Colpa delle stelle (2014)', 'Das Schicksal ist ein mieser Verräter (2014)', 'TFiOS (2014)']","['Drama', 'Romance']",[2014],259575,7.8
National Treasure (2004),"['Das Vermächtnis der Tempelritter (2004)', 'Das Vermächtnis der Tempelritter (2004)', 'Il mistero dei Templari (2004)', 'Sonomo (2004)']","['Action', 'Adventure', 'Family', 'Mystery', 'Thriller']",[2004],259068,6.9
Being John Malkovich (1999),"['Being John Malkovich (1999)', 'Essere John Malkovich (1999)']","['Comedy', 'Drama', 'Fantasy']",[1999],259045,7.8
Real Steel (2011),"['Real Steel (2011)', ""Real Steel - Cuori d'acciaio (2011)"", 'Real Steel - Stahlharte Gegner (2011)', 'Real Steel: The IMAX Experience (2011)']","['Action', 'Drama', 'Family', 'Sci-Fi', 'Sport']",[2011],258968,7.1
The Ring (2002),"['Ring (2002)', 'Ring (2002)', 'Seven Days (2001)', 'Static (2001)', 'The Ring - Das Grauen schläft nie (2003)', 'Za ringu (2002)']","['Horror', 'Mystery']",[2002],257414,7.1
Der Untergang (2004),"['Downfall (2004)', 'Downfall (2005)', 'Downfall (2005)', 'Downfall (2005)', 'Downfall (2005)', 'La caduta - Gli ultimi giorni di Hitler (2005)']","['Biography', 'Drama', 'History', 'War']",[2004],255217,8.3
The Wrestler (2008),"['The Wrestler - Ruhm, Liebe, Schmerz (2008)']","['Drama', 'Sport']",[2008],254997,7.9
The Interview (2014/II),[],['Comedy'],[2014],253702,6.6
Burn After Reading (2008),"['Burn After Reading (2008)', 'Burn After Reading - A prova di spia (2008)', 'Burn After Reading - Wer verbrennt sich hier die Finger? (2008)']","['Comedy', 'Drama']",[2008],253483,7.0
The Lego Movie (2014),"['Lego filmen - Et klodset eventyr (2014)', 'Lego: The Piece of Resistance (2012)', 'The Lego Movie (2014)', 'The Lego Movie (2014)']","['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",[2014],253181,7.8
Mean Girls (2004),"['Girls Club - Vorsicht bissig! (2004)', 'Girls Club - Vorsicht bissig! (2004)', 'Méchantes ados (2004)', 'Queen Bees and Wannabes (2004)']",['Comedy'],[2004],253087,7.0
Lord of War (2005),"['Lord of War (2005)', 'Lord of War (2005)', 'Lord of War (2005)', 'Lord of War - Händler des Todes (2006)']","['Crime', 'Drama', 'Thriller']",[2005],252549,7.6
The Mummy Returns (2001),"['Die Mumie kehrt zurück (2001)', 'La mummia - Il ritorno (2001)', 'The Mummy 2 (2000)']","['Action', 'Adventure', 'Fantasy', 'Thriller']",[2001],252087,6.3
Click (2006),"['Cambia la tua vita con un click (2006)', 'Klick (2006)', 'Klick (2006)']","['Comedy', 'Drama', 'Fantasy', 'Romance']",[2006],251634,6.4
The Expendables 2 (2012),"['I mercenari 2 (2012)', 'The Expendables II (2012)']","['Action', 'Adventure', 'Thriller']",[2012],251202,6.6
There's Something About Mary (1998),"[""There's Something More About Mary (1998)"", 'Tutti pazzi per Mary (1998)', 'Verrückt nach Mary (1998)']","['Comedy', 'Romance']",[1998],251050,7.1
Hugo (2011),"['Hugo Cabret (2011)', 'Hugo Cabret (2011)', 'The Invention of Hugo Cabret (2010)', 'The Invention of Hugo Cabret (2011)']","['Adventure', 'Drama', 'Family', 'Fantasy', 'Mystery', 'Romance']",[2011],250682,7.5
Ferris Bueller's Day Off (1986),"[""Ferris Bueller's Day Off (1986)"", 'Ferris macht blau (1986)', 'Ferris macht blau (1986)', 'Ferris macht blau (1991)', 'Una pazza giornata di vacanza (1986)']",['Comedy'],[1986],250190,7.8
Salt (2010),"['Edwin A. Salt (2007)', 'Salt (2010)']","['Action', 'Crime', 'Mystery', 'Thriller']",[2010],249985,6.4
Hitch (2005/I),"['Hitch - Der Date Doktor (2005)', 'Hitch - Der Date Doktor (2005)', 'Hitch - Lui sì che capisce le donne (2005)', 'The Last First Kiss (2004)']","['Comedy', 'Romance']",[2005],249415,6.6
Unbreakable (2000),"['No Ordinary Man (2000)', 'Unbreakable - Il predestinato (2000)', 'Unbreakable - Unzerbrechlich (2000)', 'Unbreakable - Unzerbrechlich (2000)', 'Untitled M. Night Shyamalan Project (1999)']","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",[2000],249286,7.2
Les Misérables (2012),['Les Miz (2012)'],"['Drama', 'Musical', 'Romance']",[2012],249243,7.6
Hellboy (2004),"['Hellboy (2004)', 'Hellboy (2004)', 'Super Sapiens (2004)']","['Action', 'Fantasy', 'Horror', 'Sci-Fi']",[2004],249021,6.8
Transformers: Age of Extinction (2014),"['A.O.E. (2014)', 'Transformers 4 (2014)', ""Transformers 4 - L'era dell'estinzione (2014)"", 'Transformers 4: Ära des Untergangs (2014)']","['Action', 'Adventure', 'Sci-Fi']",[2014],247971,5.7
Mission: Impossible II (2000),"['M:I-2 (2000)', 'Mission: Impossible 2 (2000)', 'Mission: Impossible 2 (2000)', 'Mission: Impossible II (2000)', 'Mission: Impossible II (2000)', 'Mission: Impossible II (2000)']","['Action', 'Adventure', 'Thriller']",[2000],247966,6.1
Babel (2006/I),"['Babel (2006)', 'Babel (2006)', 'Babel (2006)']",['Drama'],[2006],247953,7.5
Jumper (2008),"['Jumper (2008)', 'Jumper (2008)', 'Jumper - Franchir le temps (2008)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[2008],247072,6.1
Deja Vu (2006),"['Deja Vu (2006)', 'Déjà Vu (2006)', 'Déjà Vu - Wettlauf gegen die Zeit (2006)', 'Déjà vu - Corsa contro il tempo (2006)']","['Action', 'Sci-Fi', 'Thriller']",[2006],247026,7.0
True Grit (2010),"['Il Grinta (2010)', 'True Grit - Vergeltung (2011)']","['Adventure', 'Drama', 'Western']",[2010],246856,7.7
Serenity (2005),"['Firefly (2003)', 'Firefly: The Movie (2003)', 'Serenity (2005)', 'Serenity - Flucht in neue Welten (2005)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[2005],246601,8.0
Jackie Brown (1997),"['Jackie Brown (1997)', 'Rum Punch (1997)']","['Crime', 'Thriller']",[1997],245115,7.5
Total Recall (1990),"['Atto di forza (1990)', 'El vengador del futuro (1990)', 'Total Recall - Die totale Erinnerung (1990)', 'Total Recall - Die totale Erinnerung (1991)']","['Action', 'Sci-Fi', 'Thriller']",[1990],244996,7.5
